지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa)
108,서울,2018-06-16,22.5,16.3,533,28.7,1630,,,,,,,5.6,320,1631,2.8,270,1509,1.4,1251,290,12.9,36,1403,56.4,15.1
108,서울,2018-06-17,22.8,18.9,507,27.5,1435,,,,,,,6.7,320,1733,3.9,320,1707,1.3,1158,270,16.1,43,1410,66.9,18.2
108,서울,2018-06-18,24.8,19.9,501,30.8,1543,,,,,,,7.4,290,1607,4,320,1656,1.5,1337,290,14.4,31,1532,54.9,16.4
108,서울,2018-06-19,22.4,19.1,521,27.2,1342,,,,,,,7.7,180,1602,3.6,270,1948,1.8,1550,250,14.2,41,1343,61.3,16.2
108,서울,2018-06-20,22.7,19.1,346,28.4,1520,,,,,,,8,320,1522,4.2,270,2011,2.3,2024,290,16.1,41,1516,68.1,18.3
108,서울,2018-06-21,23.7,19.4,458,28.7,1645,,,,,,,9.3,320,1259,4.4,320,1235,2.2,1882,290,14.9,32,1316,60.1,17
108,서울,2018-06-22,25,18.2,532,32,1451,,,,,,,7.8,20,1534,4.3,320,1729,1.8,1579,290,10.4,20,1437,45.1,12.9
108,서울,2018-06-23,24.5,20.9,531,28.9,1535,,,,,,,8,340,1319,4.4,290,1319,2,1724,270,12.9,28,1135,50.6,15.3
108,서울,2018-06-24,25.2,20.1,517,32.1,1415,,,,,,,6.8,290,1355,3.7,270,1455,1.9,1647,270,16.3,28,1424,62.8,18.8
108,서울,2018-06-25,27.1,21.3,541,32.9,1512,,,,,,,5.9,200,1300,3.2,320,1532,1.2,1027,290,17,31,1437,57.1,19.5
108,서울,2018-06-26,22.3,20.2,930,26.9,1,20.17,7,1014,18.5,949,71.5,10.5,160,1746,5.7,200,1748,2.4,2031,230,19.9,47,214,88.3,23.5
108,서울,2018-06-27,22.3,19.1,425,25.5,1449,8.83,.5,301,.5,46,1,8,200,30,4.5,230,30,2,1693,250,18.9,65,1443,81.9,21.8
108,서울,2018-06-28,23.3,20.6,1755,27.3,1253,7.5,11,1745,22.5,1700,26.5,7.9,200,1603,4.3,200,1510,1.1,993,180,20.5,61,1112,85.1,24.1
108,서울,2018-06-29,24.7,21.9,1,29.1,1601,7.67,3.5,525,4.5,453,6.5,6.2,290,1407,3.2,290,1454,1.5,1279,270,20.4,56,1404,78.5,24
108,서울,2018-06-30,24.4,21.6,412,27.9,1501,4.33,4.5,1145,9.9,1125,14.5,9.4,160,1805,5.1,200,1813,.9,749,50,21.4,65,1405,83.8,25.5
108,서울,2018-07-01,21.9,21,1201,22.8,213,19.25,9.5,1050,20.5,1016,83.5,5.3,70,1149,2.3,270,931,.8,707,110,20.9,84,338,94.6,24.8
108,서울,2018-07-02,22.6,20.6,623,25.3,1656,21.58,8,1901,25,1844,59.5,6,160,205,2.9,160,1907,.7,592,50,21.8,84,1811,95.4,26.1
108,서울,2018-07-03,27.4,22.5,510,32.6,1704,1.58,.1,,.1,,.1,6.9,50,1841,2.6,50,1704,.8,724,70,22,47,1638,74.4,26.4
108,서울,2018-07-04,27.3,24,535,31.8,1533,,,,,,,7.3,320,1702,3.9,290,1634,1.7,1475,290,21,51,1605,69.6,24.9
108,서울,2018-07-05,25.3,23.4,620,29,1515,2.67,.5,559,.5,545,.5,6.8,110,2217,3,320,1347,1.2,1008,90,19.9,58,1303,72.8,23.4
108,서울,2018-07-06,23.9,21.5,2359,27.1,1402,,,,,,,8.3,320,1503,3.4,50,1510,1.8,1533,90,15,49,1402,57.8,17.1
108,서울,2018-07-07,23.7,19.5,552,29.2,1612,,,,,,,7.1,90,905,2.3,50,1257,1.6,1346,90,12.9,42,1335,51.4,14.9
108,서울,2018-07-08,23.3,17.7,626,28.1,1525,,,,,,,6.8,290,801,2.8,140,2252,1.5,1259,90,12.5,36,1455,51.5,14.6
108,서울,2018-07-09,20.8,20.1,1408,24.2,1,17.58,3.5,2350,9.5,2330,14,6,20,2201,1.8,90,233,1.1,932,90,17.4,61,1,82.3,20
108,서울,2018-07-10,23.7,20.4,1,26.5,1630,8.67,4,55,9.5,43,16.5,4.3,20,1249,1.6,50,1413,.7,608,110,21.4,74,1244,87.8,25.6
108,서울,2018-07-11,26.8,24.4,347,29.5,1453,10.58,.5,25,1,409,3,8.4,290,1830,3.9,250,1508,1.3,1155,50,23.4,66,1357,82.9,28.9
108,서울,2018-07-12,26.6,25.1,2355,28.2,1513,6.08,.5,433,.5,343,1,6.8,270,1236,3.6,290,1613,1.5,1285,290,23.2,73,1333,82.4,28.5
108,서울,2018-07-13,27.3,24.7,112,30.9,1754,,,,,,,6.2,320,1833,3.4,320,1839,1.8,1575,290,22.2,58,1729,74.8,26.8
108,서울,2018-07-14,27.9,24.6,529,31.9,1552,.33,0,,0,,0,7.6,200,1629,4.2,200,1643,1.9,1646,290,21.5,51,1609,69.6,25.7
108,서울,2018-07-15,28.3,24.5,401,33.2,1519,,,,,,,6.5,290,1644,3.7,290,1707,1.6,1346,290,21.8,46,1422,69.6,26.2
108,서울,2018-07-16,28.7,24,557,34,1429,,,,,,,6.8,290,1413,3.6,320,1247,1.7,1486,290,20.7,40,1414,64.3,24.4
108,서울,2018-07-17,28.1,23.9,605,32.1,1436,,,,,,,7.6,270,1333,4.1,270,1339,1.7,1503,290,20.9,45,1412,66.5,24.7
108,서울,2018-07-18,28.2,23.7,532,33.2,1517,,,,,,,7.9,290,1430,4.1,320,1611,1.6,1352,290,20.4,41,1551,64.8,24.1
108,서울,2018-07-19,28.7,23.2,613,34.1,1651,,,,,,,6.9,340,1748,3.2,290,1517,1.6,1416,290,20.5,40,1455,64.1,24.3
108,서울,2018-07-20,29.5,24.6,546,34.7,1618,,,,,,,6.3,270,1134,3.3,320,1237,1.5,1284,290,21.1,41,1623,62.6,25
108,서울,2018-07-21,30.6,24.9,524,36.9,1548,,,,,,,6.9,230,1707,3.6,270,1650,1.5,1260,290,19.3,29,1605,53.6,22.5
108,서울,2018-07-22,31.8,25.3,536,38,1527,,,,,,,6.2,290,1827,3.7,290,1836,1.4,1246,270,19.3,30,1528,49.6,22.4
108,서울,2018-07-23,31.7,29.2,404,35.7,1450,,,,,,,7.1,270,1917,4,320,1922,1.8,1594,290,21,41,1451,53.8,25
108,서울,2018-07-24,31.4,27.2,539,36.8,1333,,,,,,,6.5,270,1812,4,290,1821,1.6,1368,290,22.3,40,1256,59.5,27
108,서울,2018-07-25,30.1,27.7,2400,34.1,1554,,,,,,,7.4,180,646,3.8,180,1058,2.4,2070,230,22.9,50,1459,66.3,28
108,서울,2018-07-26,30.1,27.3,516,33.7,1543,,,,,,,6,270,1614,3.4,270,2110,1.5,1256,290,23.6,51,1307,68.8,29.1
108,서울,2018-07-27,30.9,27.2,456,35.4,1258,,,,,,,6.7,270,1611,3.7,270,1933,1.9,1630,290,24.3,48,1300,69.3,30.3
108,서울,2018-07-28,29.5,28,518,35.2,1340,1.83,6,1401,7.5,1355,7.5,6.5,110,1412,3.6,270,1555,1.2,1034,270,25,53,1319,77.1,31.6
108,서울,2018-07-29,31.3,26.4,551,36.7,1636,,,,,,,7.4,50,1528,2.9,360,1259,1.2,1068,50,19.7,32,1559,52.4,23.1
108,서울,2018-07-30,31.7,26.2,529,36.9,1624,,,,,,,6.6,70,937,2.4,50,917,1.2,1019,70,20,35,1621,50.9,23.4
108,서울,2018-07-31,32.6,27.8,604,38.3,1519,,,,,,,6.9,290,2206,3.6,320,2210,1.5,1308,90,20.5,32,1443,50.5,24.2
108,서울,2018-08-01,33.6,27.8,556,39.6,1536,,,,,,,7.1,20,1246,4,270,1802,1.7,1454,270,22.9,35,1253,55.5,28
108,서울,2018-08-02,33.7,30.3,607,37.9,1558,,,,,,,7,320,1632,3.2,320,1633,1.6,1343,290,22.9,38,1354,54.4,28
108,서울,2018-08-03,33.1,30,2342,37.9,1415,,,,,,,7.3,320,1454,4.2,320,1523,1.9,1628,270,22.6,39,1415,55.3,27.4
108,서울,2018-08-04,31.1,28,2335,34.9,1544,,,,,,,8.3,270,1259,4.6,290,1437,2.4,2082,270,22.2,46,1543,60.6,26.9
108,서울,2018-08-05,30,27.2,507,33.9,1338,2.5,1.5,733,2,643,2,9,290,1411,4.9,270,1356,2.6,2265,270,24,50,1341,71.8,29.9
108,서울,2018-08-06,30.5,28.3,458,35.3,1637,3.83,3.5,816,4.5,726,6.5,7.6,290,1428,4.4,290,1447,1.6,1359,290,24.6,49,1638,71.6,30.9
108,서울,2018-08-07,30.5,26.8,538,35.9,1637,,,,,,,6.9,290,1810,3.7,290,1733,1.5,1302,90,22.5,43,1604,63.4,27.3
108,서울,2018-08-08,31,27.6,555,35.3,1617,,,,,,,8.2,270,1414,4.6,290,1421,2.1,1784,290,23,35,1657,64.8,28.2
108,서울,2018-08-09,28.8,27.1,2350,32.5,1528,3.5,1,1620,1.5,1617,2,7.6,20,1558,4.2,340,1703,1.5,1304,290,24.1,58,1514,76.3,30
108,서울,2018-08-10,30.7,25.7,559,36.8,1634,,,,,,,7.2,320,1804,3.6,320,1716,1.4,1198,340,21.8,37,1546,60.9,26.1
108,서울,2018-08-11,31,26.4,605,36,1611,,,,,,,6,180,1558,3.3,180,1912,1.5,1268,110,20.7,34,1724,55.8,24.5
108,서울,2018-08-12,30.6,27.2,555,35.3,1347,2,2.5,1857,5,1823,5,6.9,180,1337,3.7,180,1106,1.5,1263,160,21.8,39,1329,61.3,26.3
108,서울,2018-08-13,30.5,26.7,531,34.4,1518,1.58,1,16,1,-2331,1,6.4,290,1752,3.2,320,1219,1.4,1169,50,23.7,47,1515,68.6,29.3
108,서울,2018-08-14,31.7,27.7,608,37.2,1456,,,,,,,7.9,290,1636,4,320,1728,1.3,1120,290,22,34,1314,58.3,26.5
108,서울,2018-08-15,31.7,28.3,608,38,1417,.92,.9,1804,1,1745,1,9.7,320,1627,5.8,320,1641,1.2,1003,70,22.3,34,1321,59.5,27
108,서울,2018-08-16,29.9,24.1,2356,35.6,1331,,,,,,,8.6,90,1150,3,110,1108,1.7,1438,90,18.2,36,1506,51,21.3
108,서울,2018-08-17,27.2,21.7,602,33.8,1545,,,,,,,8.7,290,537,3.5,160,1648,1.8,1577,110,11.7,25,1445,39.8,13.8
108,서울,2018-08-18,26.7,21.5,612,32.1,1509,,,,,,,7.1,180,925,3.8,160,925,1.4,1215,110,13.1,28,1505,44.6,15.2
108,서울,2018-08-19,28.2,23,608,34.4,1436,,,,,,,6.9,160,1809,3.3,270,1916,1.2,1013,20,16.4,29,1426,50.6,18.7
108,서울,2018-08-20,29.1,25.1,616,33.3,1430,.33,0,,0,,0,11,200,2322,5.1,180,2316,2,1771,140,19.1,41,1229,55.6,22.1
108,서울,2018-08-21,26.6,23.4,643,31,1647,6.5,1.5,601,3,535,5,17.8,160,356,7.1,180,356,2.5,2126,290,20.7,49,1447,71.4,24.4
108,서울,2018-08-22,30.7,23.4,453,37.6,1608,,,,,,,7.4,70,1202,3.2,140,2045,1.1,982,110,19.6,34,1425,54.1,22.8
108,서울,2018-08-23,29.4,25.7,2348,32.2,1507,9.42,1.5,2116,1.6,2026,3,8,20,1649,2.8,20,1446,1.7,1438,70,20.3,48,1142,59.1,23.9
108,서울,2018-08-24,24.4,23.2,2340,26.3,1101,16.25,1,1335,1.5,148,7.5,8,230,1818,4.2,250,1626,2.5,2120,290,21.8,73,1103,86.3,26.2
108,서울,2018-08-25,25.2,22.7,2355,29.3,1401,,,,,,,9.7,200,1505,5.3,200,1512,2.6,2244,200,18.6,50,1335,68,21.5
108,서울,2018-08-26,23.2,20.3,613,29,1136,4.67,1,2127,1.3,2115,2,6.6,180,1258,3.8,180,1248,1.2,1029,50,17,41,1124,70,19.4
108,서울,2018-08-27,22.7,20.2,135,24.9,1637,15.17,2,431,4,234,19.5,6,90,1349,2.1,70,1113,.8,688,70,21.1,82,1626,91,25
108,서울,2018-08-28,23.7,22.5,442,26.1,1029,12.92,25.5,1957,43.5,1940,96.5,7.3,340,1959,3.7,360,2004,.9,773,90,22.4,72,1024,92.4,27.1
108,서울,2018-08-29,25.2,22.7,1,27.4,1147,10.92,6.5,1951,21.5,1903,42,9.7,180,442,4.5,230,1218,2.4,2052,200,22.5,72,1144,86,27.3
108,서울,2018-08-30,25.3,23.9,317,28.2,1259,6.25,5,147,7.5,137,9.5,7.7,270,1524,3.7,290,1528,1.8,1568,290,21.6,62,1242,80.9,25.9
108,서울,2018-08-31,25.6,22.8,719,30.3,1457,5.08,.1,,.1,,.1,7.2,290,1217,3.7,290,1550,1.6,1397,290,18.5,40,1319,67.4,21.4
108,서울,2018-09-01,25.5,20.8,615,30.9,1528,,,,,,,7.4,20,1219,2.3,70,856,1.3,1087,70,16.4,38,1612,59.4,18.7
108,서울,2018-09-02,25.1,20.1,603,29.6,1514,,,,,,,6.4,160,2030,2.8,140,2035,1.5,1292,90,15.3,38,1212,55.8,17.6
108,서울,2018-09-03,23.3,21.4,2342,25.8,1521,10.83,5.5,1637,20,1626,34.5,9.4,290,1648,5.5,290,1653,1,860,70,20.5,67,1,85.3,24.1
108,서울,2018-09-04,23.2,20,540,27.8,1626,,,,,,,10.1,250,1838,5.2,270,1845,2.2,1932,290,16.7,43,1617,69.4,19.2
108,서울,2018-09-05,24,19.6,616,28.5,1436,,,,,,,10.8,270,1328,5.7,270,1424,2.5,2188,270,16,36,1615,63.5,18.3
108,서울,2018-09-06,24.1,20.9,635,28.2,1353,.75,1,2305,1,2305,1,11.1,270,2239,5,200,2244,2,1700,200,17.9,42,1312,69.9,20.5
108,서울,2018-09-07,22,19.1,2330,25.5,1337,1.58,.5,105,.5,105,.5,8.2,200,117,4.3,290,1501,2.5,2139,290,11.9,32,1727,54.6,14.2
108,서울,2018-09-08,21.7,15.9,653,27.7,1543,,,,,,,8,320,1436,3.9,340,8,1.7,1431,290,9.9,29,1329,48.8,12.2
108,서울,2018-09-09,22.2,15.6,620,28.9,1450,,,,,,,6.5,160,2307,2.8,160,1244,1.2,1029,70,10.2,26,1425,49,12.5
108,서울,2018-09-10,22.9,18.6,616,28.4,1519,,,,,,,6.9,110,1927,2.7,70,2123,1.6,1417,90,11.5,33,1428,49.5,13.5
108,서울,2018-09-11,21.6,16.8,618,26.1,1445,,,,,,,6.8,70,1119,2.4,70,1323,1.5,1289,70,9.9,37,1248,48.1,12.3
108,서울,2018-09-12,22.8,16.8,621,28.2,1551,,,,,,,6,90,1227,3.2,180,1519,1.4,1181,70,12.1,39,1540,52,14.3
108,서울,2018-09-13,23.5,20.3,547,28.3,1524,,,,,,,5.6,20,1202,2.4,160,1607,1.2,1077,70,15.9,45,1525,63.5,18.1
108,서울,2018-09-14,23.5,20.3,622,26.8,1310,1.75,.5,2222,.5,2150,.5,6.5,70,1445,2.6,140,1342,1.3,1138,70,16.7,51,1230,66.9,19
108,서울,2018-09-15,23.3,21,559,26,1233,4.75,.1,,.1,,.2,5,70,920,2.4,270,2032,1,880,70,18.7,61,1222,76,21.6
108,서울,2018-09-16,22.2,21,1936,23.9,1212,14.33,.5,1449,1,1536,2,6.1,320,1903,3.7,270,1720,1.7,1483,270,19.2,58,1228,83.6,22.2
108,서울,2018-09-17,22.3,18.5,630,27.7,1505,1.83,.1,,.1,,.1,7,270,1407,3.8,320,1257,1.9,1624,290,14.5,32,1445,64.3,16.7
108,서울,2018-09-18,22,17.7,536,26.5,1551,,,,,,,7.2,290,1449,3.4,270,1616,1.2,1062,290,13.4,33,1550,59.8,15.4
108,서울,2018-09-19,22.1,18.9,614,26.6,1305,6.83,.1,,.1,,.2,5.5,160,2307,2.9,230,2048,1,849,50,13.4,34,1439,59.1,15.4
108,서울,2018-09-20,19,17.8,719,20.1,1,10.92,.5,548,2,545,5,7.6,90,1113,2.9,90,1324,1.8,1557,90,15.8,57,18,82.4,18
108,서울,2018-09-21,19.4,17.6,537,21.9,1450,11.83,2,652,6.5,613,18,6.5,50,1037,2.3,90,34,1.3,1080,90,16.9,72,1445,85.8,19.2
108,서울,2018-09-22,20.8,17.2,2357,25.5,1427,1,4,415,6.5,355,6.5,9.9,270,1312,5.3,270,1319,1.8,1578,270,12.2,24,1412,62.3,14.6
108,서울,2018-09-23,19.4,15.6,234,25.3,1515,1.5,0,,0,,0,8.7,270,1535,4.3,270,1606,1.6,1418,270,8.9,27,1429,52.9,11.6
108,서울,2018-09-24,17.6,14.2,516,22.1,1448,,,,,,,10,290,1234,4.4,320,1403,2.1,1783,320,5.9,27,1620,48.3,9.4
108,서울,2018-09-25,17.8,10.8,645,24.3,1519,,,,,,,6,360,1153,2.2,90,1454,1.1,916,20,5.8,23,1512,48,9.3
108,서울,2018-09-26,19.4,16.2,522,24.8,1441,,,,,,,6.6,70,1405,2.7,70,954,1.7,1473,90,7.7,32,1344,47.9,10.6
108,서울,2018-09-27,18.9,13.2,626,25,1416,,,,,,,7.6,90,2331,2.4,50,946,1.3,1091,70,7.2,28,1605,47.6,10.2
108,서울,2018-09-28,17.5,14.3,608,22.2,1608,,,,,,,6.3,70,146,2.1,70,50,1.2,1070,70,9.1,45,1553,58.1,11.6
108,서울,2018-09-29,20.2,14.6,553,27,1520,,,,,,,5.7,50,1129,2.4,50,1131,1,842,70,10.3,31,1453,55.5,12.6
108,서울,2018-09-30,17.6,14,2312,21.6,1453,,,,,,,10.3,290,1419,5.5,270,1442,2.3,1957,270,7,27,1544,52.5,10.4
108,서울,2018-10-01,15.4,13,2400,19.7,1418,.58,0,,0,,0,11.7,250,1125,6.1,270,1133,2.9,2484,270,6.1,32,1420,55.1,9.5
108,서울,2018-10-02,15.9,10.3,653,22,1622,,,,,,,7,290,1101,4.1,270,1106,1.6,1391,290,7.9,35,1249,61.4,10.7
108,서울,2018-10-03,17.3,11.2,643,24.2,1526,,,,,,,7.1,50,1409,4,270,1316,1.3,1088,290,8.2,33,1350,58,10.9
108,서울,2018-10-04,19.3,13,521,25.6,1510,,,,,,,6.2,70,2345,2.4,70,2339,1.3,1163,70,9.9,34,1138,56.5,12.2
108,서울,2018-10-05,16.9,15.7,1013,19,1,17.17,3,1604,8,1434,36.5,7.6,70,2151,3.2,70,2214,1.7,1469,70,13.9,55,536,84.1,16.1
108,서울,2018-10-06,18,16.3,2400,21.7,1551,12.67,2.5,456,10.5,625,55.5,9.5,340,1253,5.3,320,1302,2.2,1873,90,15.1,56,1545,84,17.2
108,서울,2018-10-07,16.4,12.3,2355,21.1,1524,,,,,,,6.6,290,1703,3.6,270,1733,1.7,1460,290,5.9,29,1628,53.5,9.8
108,서울,2018-10-08,14.8,9.2,641,20.9,1437,,,,,,,5.7,340,1343,2.7,320,2058,1.1,955,20,2.8,21,1539,47,7.5
108,서울,2018-10-09,15.3,10.7,449,19.8,1230,.42,0,,0,,0,6.4,160,1642,2.7,140,1625,1.1,978,70,5.2,33,1227,52.5,8.9
108,서울,2018-10-10,12,7.9,2348,16.7,13,2.67,1.5,155,5.5,111,7,9.6,340,1142,4.7,290,1308,2.5,2134,290,4.1,38,1347,61,8.7
108,서울,2018-10-11,9.7,6.1,710,13.9,1331,,,,,,,11.2,320,1103,5.6,320,1109,2.1,1839,320,-.4,31,1157,51,5.9
108,서울,2018-10-12,10.9,5.2,707,17.4,1508,,,,,,,6.1,270,1102,3.2,180,1519,1.3,1117,290,1.4,32,1318,54,6.8
108,서울,2018-10-13,12.5,6.1,707,19.8,1500,,,,,,,5.6,160,1309,2.9,200,1420,1,862,50,2.5,26,1358,54,7.4
108,서울,2018-10-14,13.2,6.8,638,20.3,1457,,,,,,,5.8,270,1526,3.1,270,1722,1.5,1285,290,4.8,28,1411,60,8.7
108,서울,2018-10-15,15.2,10.9,346,21,1530,,,,,,,5.9,320,1618,3.5,270,1619,1.4,1189,320,9.3,40,1525,69.9,11.8
108,서울,2018-10-16,14.5,9.9,554,20.3,1417,,,,,,,5.9,270,1350,3,290,1446,1.3,1081,290,5,27,1345,55.9,8.8
108,서울,2018-10-17,12.4,8.4,649,18.6,1427,,,,,,,7.5,290,1331,3.6,290,1205,1.3,1086,290,1.9,16,1524,53.3,7.2
108,서울,2018-10-18,12.7,7.5,541,19,1456,,,,,,,7.3,50,1257,2.7,70,1415,1.1,944,50,4.5,37,1459,59.5,8.4
108,서울,2018-10-19,13.1,7.2,550,20.4,1409,,,,,,,6.6,290,1528,3.8,290,1433,1.4,1227,270,3.2,28,1546,54.3,7.7
108,서울,2018-10-20,13.4,6.9,659,21.4,1452,,,,,,,5.6,290,1719,3,270,1724,1.2,1006,270,3.2,19,1624,53.9,7.7
108,서울,2018-10-21,13.4,7.2,637,21.1,1512,,,,,,,5.7,320,1358,2.9,290,1554,1.1,975,270,2,21,1249,49.5,7.1
108,서울,2018-10-22,14,8.8,647,20.6,1400,,,,,,,5.1,180,1448,2.6,200,1527,1,845,20,3.2,29,1359,50,7.7
108,서울,2018-10-23,12.2,9.8,521,16.9,1524,3,1.5,1103,5,1055,5,9.3,320,1053,5,360,1057,1.1,972,50,7.8,61,1,75.1,10.7
108,서울,2018-10-24,12.5,7.6,726,18.7,1520,,,,,,,6.6,290,1503,3.4,290,1433,1.3,1115,290,5.7,37,1349,66,9.2
108,서울,2018-10-25,13.8,7,641,21.2,1451,,,,,,,3.9,70,1417,1.6,50,348,.9,765,50,4.1,28,1451,55.5,8.2
108,서울,2018-10-26,12.2,9.9,2337,14.7,1536,8.58,2,1338,6,1304,11,10.1,290,1956,5.4,290,1959,1.6,1375,270,7.5,55,45,74.1,10.5
108,서울,2018-10-27,8.7,6.2,2249,11.6,1459,,,,,,,11.2,290,1223,5.8,270,1658,3.2,2773,270,-1.6,30,1503,49.6,5.5
108,서울,2018-10-28,8.3,5.2,2354,13.5,1435,4.67,2,812,2.5,726,5.5,13.8,270,1614,5.9,290,1623,1.5,1277,70,4.4,53,14,77.1,8.5
108,서울,2018-10-29,7.2,3.4,2358,11.7,1356,.83,0,,0,,0,10.4,250,1700,5.3,290,1424,2,1765,290,-.9,37,1351,57.3,5.8
108,서울,2018-10-30,6.1,.7,532,11.6,1516,1.58,,,,,0,7.3,320,1223,3.5,270,1526,1.6,1345,270,-3.6,31,1453,51.3,4.8
108,서울,2018-10-31,7.4,3,719,12.6,1522,1.58,0,,0,,0,7.3,320,1106,4.1,270,1326,1.6,1389,290,-1.4,33,1306,55.4,5.5
108,서울,2018-11-01,8.4,2.5,648,15.2,1516,,,,,,,6.2,250,1335,3.6,320,1445,1.3,1118,290,-1.1,28,1419,53.4,5.6
108,서울,2018-11-02,10.6,4,634,19,1549,,,,,,,4.2,270,1402,2.5,270,2138,1.1,954,20,1.2,29,1431,54.9,6.7
108,서울,2018-11-03,11.2,5,712,19.1,1520,,,,,,,6.2,290,1409,4,290,1433,1.3,1149,20,1.9,21,1534,56,7.1
108,서울,2018-11-04,11.6,5.3,727,19.4,1432,,,,,,,6.6,270,1520,3.4,290,1620,1.3,1161,270,1.9,23,1526,55,7.1
108,서울,2018-11-05,11.9,6.6,707,18.3,1412,,,,,,,4.8,180,1151,2.3,200,1219,1.1,919,270,5.1,35,1416,65.5,8.8
108,서울,2018-11-06,12.2,8,659,17.5,1359,,,,,,,4.5,200,1357,2.6,200,1402,.9,786,270,6.8,49,1338,70.5,9.9
108,서울,2018-11-07,12.8,10.3,550,15.7,1403,11,,,,,2,5.2,70,2354,2.8,320,44,1.1,983,70,9.2,67,1355,79.5,11.7
108,서울,2018-11-08,11.8,10.5,520,14.7,2017,24,,,,,64,9.5,250,2331,5,270,2334,1.8,1595,90,10.8,70,1,93.8,13
108,서울,2018-11-09,12.1,9.5,726,15.4,1434,3.5,,,,,1,11.5,290,1001,5.6,270,1257,3.1,2702,270,6.3,46,1218,69,9.6
108,서울,2018-11-10,11.9,8.8,539,17.1,1358,1.08,,,,,0,7.3,320,1301,3.3,270,1149,1.4,1192,290,5.8,34,1511,69.1,9.3
108,서울,2018-11-11,8.1,5.4,2353,10.9,1126,2.33,,,,,0,6.4,320,1318,3.7,320,1240,1.1,955,50,2.2,47,1927,67.6,7.3
108,서울,2018-11-12,8.1,3.1,719,15.1,1437,,,,,,,6.1,340,1834,3.3,340,1551,1.2,1053,320,-1.5,31,1215,52.3,5.5
108,서울,2018-11-13,8.8,4.1,605,15.4,1424,,,,,,,5.6,270,1501,3,290,1509,1.1,908,290,-1,33,1454,51.6,5.7
108,서울,2018-11-14,9.8,4.8,723,16.6,1515,,,,,,,5.1,320,1801,3.1,320,1928,1.1,909,320,.7,27,1422,55.5,6.5
108,서울,2018-11-15,9.7,4.7,632,16.2,1519,,,,,,,4.7,200,1249,2.4,180,1252,1,873,20,.6,29,1501,55.4,6.4
108,서울,2018-11-16,8.8,4.2,2400,14.5,1303,,,,,,,9,290,1458,4,290,1428,1.7,1442,290,2.4,44,1100,65.1,7.3
108,서울,2018-11-17,4.9,.6,746,11.4,1232,,,,,,,6.2,270,1513,3.7,270,1511,1.4,1240,290,-5.1,29,1220,50.8,4.2
108,서울,2018-11-18,6.1,1.9,545,10.7,1348,,,,,,,5.6,320,1515,3.1,290,1210,1.1,989,270,-4,33,1027,48.8,4.6
108,서울,2018-11-19,6.5,3.3,718,11.3,1436,,,,,,,7.7,290,1615,4.4,320,1539,1.4,1238,20,-3.5,30,1426,50.4,4.8
108,서울,2018-11-20,6.5,0,731,12.7,1345,.83,,,,,.2,8.8,200,2221,4.2,200,2251,1.8,1559,200,-7.3,16,1347,39.9,3.7
108,서울,2018-11-21,5.8,3.1,2357,8.2,1248,3.83,,,,,1,9.1,340,1348,4.5,320,1349,1.2,1068,340,-2.6,27,1024,57.1,5.3
108,서울,2018-11-22,2.3,-1.3,736,7.1,1335,,,,,,,9.2,290,1532,5.6,270,1513,2.4,2095,270,-11.9,19,1021,35,2.5
108,서울,2018-11-23,1.9,-3.1,748,7.6,1314,,,,,,,6.3,320,6,3.7,340,13,1.4,1231,290,-14.7,15,1328,29.6,2
108,서울,2018-11-24,2.6,.3,808,3.8,1456,4.33,,,,,10.9,8,180,626,3.3,140,628,1.8,1520,70,-3.4,25,600,71.1,5.2
108,서울,2018-11-25,4.8,1.3,700,9.8,1532,,,,,,,4.2,20,1009,1.9,270,1340,1,824,20,.9,49,1329,77.8,6.6
108,서울,2018-11-26,6.3,1.6,704,13.6,1511,,,,,,,4.6,50,1115,1.9,70,1117,1,843,20,.8,41,1510,70.1,6.5
108,서울,2018-11-27,7.1,3.1,350,12.5,1449,,,,,,,7.2,320,2026,3.7,340,2049,1.5,1271,70,.3,31,2235,65,6.6
108,서울,2018-11-28,5,2.1,754,11.1,1411,,,,,,,6.6,340,1859,3.7,270,1614,1.6,1411,290,-13,12,1248,27.1,2.3
108,서울,2018-11-29,3.5,.6,737,6.7,1443,.67,,,,,0,5.8,270,1240,3.3,320,1308,1.3,1101,290,-8.8,26,1029,41.4,3.3
108,서울,2018-11-30,2.7,-1.5,740,8,1314,,,,,,,6.2,290,1255,3.3,320,1458,1.4,1186,270,-8.6,16,1406,46.1,3.3
108,서울,2018-12-01,5.5,.8,405,12.4,1524,,,,,,,4.6,290,1409,2.5,200,1252,1,882,20,-6.6,24,1449,42.3,3.8
108,서울,2018-12-02,8.2,2.8,302,11.8,1532,,,,,,,6.2,70,2049,2.2,90,2054,1.3,1135,90,-1.7,44,1211,50.1,5.5
